Term	fdr	es	nes	gene %	lead_genes
mitotic spindle organization (GO:0007052)	0.0	-0.5179152958609263	-2.8215681673944935	14.52%	TPX2;CDC20;BUB1;BIRC5;DLGAP5;PLK1;ZWINT;KIFC1;KIF11;CCNB1;KIF2C;CDCA8;AURKB;KIF23;BUB1B;CENPF;SPDL1;AURKA;INCENP;STMN1;NEK6;KIF2A;MAP9;CENPH
microtubule cytoskeleton organization involved in mitosis (GO:1902850)	0.0012241429419866813	-0.5292911002223697	-2.6510569892101805	14.52%	CDC20;BUB1;BIRC5;DLGAP5;PLK1;ZWINT;KIF11;CCNB1;KIF2C;CDCA8;AURKB;BUB1B;CENPF;SPDL1;AURKA;INCENP;STMN1;NEK6;KIF2A;CENPH
mitotic spindle assembly checkpoint signaling (GO:0007094)	0.001632190589315575	-0.9581451370069256	-2.477959257112179	4.39%	CDC20;BUB1;PLK1;ZWINT;BUB1B;CENPF
spindle assembly checkpoint signaling (GO:0071173)	0.001632190589315575	-0.9581451370069256	-2.477959257112179	4.39%	CDC20;BUB1;PLK1;ZWINT;BUB1B;CENPF
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	0.001632190589315575	-0.9581451370069256	-2.477959257112179	4.39%	CDC20;BUB1;PLK1;ZWINT;BUB1B;CENPF
mitotic spindle checkpoint signaling (GO:0071174)	0.001632190589315575	-0.9581451370069256	-2.477959257112179	4.39%	CDC20;BUB1;PLK1;ZWINT;BUB1B;CENPF
cytoskeleton-dependent cytokinesis (GO:0061640)	0.002623163447114317	-0.6174374297478169	-2.4464269073199367	10.73%	KIF20A;PLK1;AURKB;KIF23;CKAP2;RACGAP1;ECT2;INCENP;STMN1
sister chromatid segregation (GO:0000819)	0.0026013037517216976	-0.7548162402630668	-2.4419969180882304	3.76%	TOP2A;PLK1;ZWINT;KIFC1;CDCA8
neuron differentiation (GO:0030182)	0.0023122700015303977	-0.4898644330577813	-2.4397579115296972	14.40%	IRX1;WNT5A;TENM4;FZD2;IRX2;SOX11;PTPRD;TENM3;WNT5B;TGFB2;IRX4;FZD8;FZD1;CASP3;SOX4;ITM2C;BRSK1;SMARCA1;ANOS1
regulation of synapse assembly (GO:0051963)	0.004651743179549389	-0.7814522097629504	-2.36719859614929	3.04%	EPHB3;LRRC4B;CUX2;GPC6;PTPRD
positive regulation of nervous system development (GO:0051962)	0.005119143211944304	-0.7214334974219855	-2.336592415442535	3.04%	EPHB3;LRRC4B;CUX2;SOX11;PTPRD
mitotic sister chromatid segregation (GO:0000070)	0.005712667062604513	-0.5068815745756236	-2.310995678756866	4.27%	DLGAP5;PLK1;ZWINT;KIFC1;CDK1;CCNB1;KIF2C;CDCA8;KIF23
inflammatory response (GO:0006954)	0.0	0.7022582808773304	2.296000808141049	19.54%	HPR;S100A9;HYAL1;MGLL;GGT5;CXCL2;CCL2;APOL3;PLA2G4B;AOC3;CX3CL1;CD14;PLA2G4C;ACKR1;SERPINA3;ADGRE5;ANXA1;FOS
regulation of immune effector process (GO:0002697)	0.0	0.7676186998171202	2.2895824122647497	19.78%	HLA-DRB1;C1R;HLA-DRA;C3;C6;C1QB;C1QC;C1QA;CFH;CFI;VTN;SERPING1;CD59;C1S;C7
mitotic cytokinesis (GO:0000281)	0.006874033443463673	-0.6208225808512814	-2.28941065139119	10.73%	KIF20A;PLK1;KIF23;CKAP2;RACGAP1;ECT2;INCENP;STMN1
positive regulation of ossification (GO:0045778)	0.010842408914739176	-0.6511187186981903	-2.2391954562838015	6.58%	WNT5A;FBN2;SOX11;TGFB2;BMP7;ACVR2B;BMP2
positive regulation of T cell mediated cytotoxicity (GO:0001916)	0.0	0.876135042616209	2.224629681901746	8.12%	HLA-B;HLA-DRB1;HLA-DRA;AZGP1;HLA-A;HLA-F;HLA-E
positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	0.0	0.801246890581903	2.2071668046010506	11.69%	HLA-B;HLA-DRB1;HLA-DRA;AZGP1;HLA-A;HLA-F;HLA-E;TYROBP
mitotic nuclear membrane disassembly (GO:0007077)	0.016321905893155752	-0.7729179327944179	-2.2059230452149032	11.21%	CCNB2;PLK1;CDK1;CCNB1;NEK6
regulation of chromosome segregation (GO:0051983)	0.01591385824582686	-0.9008783946635888	-2.200413537017416	4.30%	BUB1;KIF2C;AURKB;MKI67
nuclear membrane disassembly (GO:0051081)	0.015481807795713912	-0.7362332538369254	-2.1973702970094133	11.21%	CCNB2;PLK1;CDK1;CCNB1;NEK6
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	0.014757723245061657	-0.41134667428658483	-2.195801735337102	6.28%	CDH3;CRB2;SDK2;TENM4;LRRC4B;GPC6;PCDHB2;GATA5;PTPRD;TENM3;VCAM1;PTPRF;TGFB2;TRO;ALCAM
regulation of humoral immune response (GO:0002920)	0.00018394663963654137	0.7589077724529518	2.1920417246428703	19.78%	C1R;C3;C6;C1QB;C1QC;C1QA;CFH;CFI;VTN;SERPING1;CD59;C1S;C7
regulation of T cell mediated cytotoxicity (GO:0001914)	0.00030657773272756893	0.9207831325301207	2.181663158526644	8.12%	HLA-B;HLA-DRB1;HLA-DRA;AZGP1;HLA-A;HLA-F;HLA-E
regulation of complement activation (GO:0030449)	0.0005255618275329753	0.7355005580212277	2.1701155267348966	19.78%	C1R;C3;C6;C1QB;C1QC;C1QA;CFH;CFI;VTN;SERPING1;CD59;C1S;C7
generation of neurons (GO:0048699)	0.021325858620925866	-0.3956812013328937	-2.158932325679744	17.76%	IRX1;WNT5A;FZD2;IRX2;SOX11;PTPRD;WNT5B;TGFB2;RACGAP1;IRX4;FZD8;CELSR1;NAV1;FZD1;CASP3;ITM2C;BRSK1;SMARCA1;ANOS1;ADNP2;CDK6;YAP1
Wnt signaling pathway (GO:0016055)	0.02252423013255494	-0.4691507434255584	-2.149622863749532	20.20%	CD24;WNT5A;FZD2;WNT5B;RAC3;FZD8;FZD1;SFRP1;FRAT1;NXN;STRN;FZD6;BCL9
synaptic membrane adhesion (GO:0099560)	0.023025545813559006	-0.7523990356218687	-2.14309483075861	12.86%	LRRC4B;GPC6;PTPRD;PTPRF;LRRC4
positive regulation of synapse assembly (GO:0051965)	0.023370001619745732	-0.7710843373493976	-2.1363277436649257	23.08%	EPHB3;LRRC4B;CUX2;PTPRD;AGRN;DLG5;CLSTN3
positive regulation of T cell mediated immunity (GO:0002711)	0.001034699847955545	0.7812914585308117	2.1253028412264188	8.12%	HLA-B;HLA-DRB1;HLA-DRA;AZGP1;HLA-A;HLA-F;HLA-E
interferon-gamma-mediated signaling pathway (GO:0060333)	0.0011241183533344194	0.6290333145929285	2.115400482832859	13.38%	HLA-B;HLA-DRB1;MT2A;HLA-DRA;HLA-DPA1;HLA-A;HLA-F;IRF9;HLA-DRB5;HLA-E;HLA-DPB1;TRIM22;IFI30;SP100;HLA-DQB1
regulation of cell cycle process (GO:0010564)	0.02831495848421367	-0.4650551441783986	-2.1137147989525245	13.74%	KIF20A;BUB1;PLK1;KIF11;AURKB;MKI67;RACGAP1;PDXP;ECT2;AURKA;SFRP1;MAP9
cellular response to type I interferon (GO:0071357)	0.0011705695249598085	0.6606094140109099	2.1034432697254233	22.84%	HLA-B;IFI27;PSMB8;HLA-A;HLA-F;IRF9;HLA-E;IFITM1;XAF1;SP100;MX1;IFIT3;MYD88;SAMHD1;BST2;HLA-C;IFI35
type I interferon signaling pathway (GO:0060337)	0.0011705695249598085	0.6606094140109099	2.1034432697254233	22.84%	HLA-B;IFI27;PSMB8;HLA-A;HLA-F;IRF9;HLA-E;IFITM1;XAF1;SP100;MX1;IFIT3;MYD88;SAMHD1;BST2;HLA-C;IFI35
negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	0.0012263109309102757	0.6843911597892693	2.1002056667215876	14.73%	HLA-DRB1;RAMP3;GGT5;ADCY4;RAMP2;RAMP1;ADRB1;CD163;POMC;ADCY3
atrial septum morphogenesis (GO:0060413)	0.03228677009489872	-0.7035251581801748	-2.094612742097904	29.85%	TGFB2;TBX20;ZFPM1;SOX4;GATA4;HEY2;NKX2-5;NOTCH2
heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	0.03168081933861531	-0.5730236805781812	-2.0917349349793626	23.41%	CRB2;TENM4;PTPRD;TENM3;VCAM1;ALCAM;NECTIN3;CXADR;NECTIN1;DCHS1;CADM1
tube closure (GO:0060606)	0.02951544649012332	-0.6275215555404237	-2.090204881775883	13.41%	TGFB2;MTHFD1L;PRICKLE1;VANGL2;CELSR1;LMO4
primary neural tube formation (GO:0014020)	0.02951544649012332	-0.6275215555404237	-2.090204881775883	13.41%	TGFB2;MTHFD1L;PRICKLE1;VANGL2;CELSR1;LMO4
negative regulation of inflammatory response (GO:0050728)	0.0018394663963654137	0.5985006526734558	2.0855064148915705	14.73%	HLA-DRB1;RAMP3;GPS2;KLF4;CDH5;GGT5;ADCY4;RAMP2;RAMP1;ADRB1;CD163;TEK;PTGIS;TNFRSF1B;POMC;ADCY3
regulation of inflammatory response to antigenic stimulus (GO:0002861)	0.0018394663963654135	0.6784041391221456	2.082585852133048	14.73%	HLA-DRB1;RAMP3;GGT5;ADCY4;RAMP2;RAMP1;ADRB1;CD163;POMC;ADCY3
mitotic spindle assembly (GO:0090307)	0.03139052258380133	-0.5455666797815946	-2.0809367290085743	13.74%	TPX2;KIFC1;KIF11;AURKB;KIF23;RACGAP1;KIF2A;MAP9
mitotic cell cycle phase transition (GO:0044772)	0.033600613166255115	-0.3880598690878748	-2.0711051865709287	22.42%	CCNB2;PLK1;CDK1;CCNB1;FOXM1;CCNA2;E2F1;AJUBA;AURKA;ACVR1B;TUBB4A;BRSK1;CCNG1;CCNJ;PRKAR2B;FBXL22;CDK6;CDK14;PIM2;EIF4EBP1;UBE2S;KHDRBS1;MAPRE1;CAMK2A;NINL;E2F3
neural tube closure (GO:0001843)	0.033378297551503504	-0.5922427698122933	-2.068030298658519	13.41%	TGFB2;MTHFD1L;PRICKLE1;VANGL2;CELSR1;LMO4
cardiac right ventricle morphogenesis (GO:0003215)	0.03652684584960259	-0.7161795721602893	-2.054879108983941	28.58%	TGFB2;TBX20;SOX4;HAND1;BMPR1A;GATA4;HEY2;NKX2-5
positive regulation of neuron projection development (GO:0010976)	0.035653163185362095	-0.4363040920865925	-2.0543115277389847	9.08%	MDK;ROR2;WNT5A;CUX2;GPC2;PTK7;TENM3;BMP5;BMP7;ROR1;DPYSL3;ATP1B2;FZD1
mitotic nuclear division (GO:0140014)	0.035871097724276386	-0.4822124730315251	-2.050692389486306	3.76%	TPX2;PLK1;ZWINT;KIFC1;KIF11;CDCA8
antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)	0.0034336706065487715	0.7241052366946681	2.048213589500363	22.78%	HLA-B;HLA-A;HLA-F;HLA-E;IFI30;TAP2;TAPBPL;FCER1G;MFSD6;B2M;TAP1;HLA-C
DNA replication initiation (GO:0006270)	0.037876422793234964	-0.6904694896298276	-2.041117884268976	25.97%	CDT1;MCM6;POLA1;MCM2;MCM4;GMNN;MCM3
cellular response to BMP stimulus (GO:0071773)	0.036829214797485015	-0.4862301247353616	-2.040965311191767	13.07%	LEFTY2;AMHR2;BMP5;TGFB2;BMP7;ACVR2B;ADAMTS12;BMP2;SFRP1;SMAD9
synapse assembly (GO:0007416)	0.03645225649471451	-0.5979403968307653	-2.0393946030359835	12.86%	WNT5A;SDK2;PCDHB2;LGI2;FZD1;LRRC4
heart process (GO:0003015)	0.004368732691367857	0.9053566754219371	2.036756349038717	6.04%	SGCG;RAMP3;TNNI3;MYL2;SGCD
cell cycle G2/M phase transition (GO:0044839)	0.03672428825960044	-0.41967978963023456	-2.035779738750202	21.91%	CCNB2;PLK1;CDK1;CCNB1;FOXM1;CCNA2;AJUBA;AURKA;TUBB4A;BRSK1;PRKAR2B;FBXL22;CDK14;KHDRBS1;MAPRE1;NINL
maintenance of blood-brain barrier (GO:0035633)	0.005193787472090579	0.8078410017427655	2.026578186594118	9.62%	ESAM;CDH5;PECAM1;TJP2;CLDN5;JAM2
